sentiment,location,retweet,score,hashtags,message,date,followers,likes,engagement_score,author,organization,sector,sub-sector
negative,,0,-0.3182,None,DesignationSix Disney hulu Facebook WeatherTech legacybox LandOFrost amazon KraftHeinzCo ProcterGamble Verizon Carvana NordicTrack Ive already cancelled all these companies The way things are looking cancel culture might be the last democratic institution remaining,2021-04-28T17:06:22+00:00,22,0,22,wopwoody,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,,0,0.7351,None,dbellamum Good for you Youre a great example of why cases are tried in court and not social media Everyone whos seen Chase the Truth on Amazon Prime knows that Wade Robson is a fraud MichaelJacksonWasFramed,2021-04-28T17:06:23+00:00,214,0,214,TruthSe95700255,Others,Others,Others
negative,Edinburgh uk,0,-0.5719,None,InvestMz amazon is killing it todaycant wait for Thursday,2021-04-28T17:06:23+00:00,65,0,65,Mdsazzadkhan20,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
negative,,0,-0.6808,None,GregoryHayes89 My name is Corey and my YA paranormal mystery novel is out now Check it out if you enjoy books about teen wizards evil mummies murder mysteries and pugs,2021-04-28T17:06:24+00:00,3093,0,3093,CoreyEdward2,Others,Others,Others
positive,Ohio,0,0.8442,Win,Win 20 Amazon BookTour Giveaway BookBoost Medieval Fantasy Romance ReclaimingRyda RachelRossano,2021-04-28T17:06:24+00:00,558,0,558,katieoscarlet,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,"East Kilbride,Scotland",0,0.4215,None,RT SarahQuinnSNP lol so update I got the job then they phoned and withdrew it 5 mins later cos of HR policy on undergrad hoursbiggest,2021-04-28T17:06:24+00:00,5269,0,5269,pjwoodside,Others,Others,Others
negative,"Portland, OR",0,-0.4215,None,Genuinesincere question for Amazon staff how does dhhs position compare to how disagree and commit is used I think dhhs position is wrong fwiw and that disagreeandcommit applies contextually,2021-04-28T17:06:24+00:00,15302,0,15302,hondanhon,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,United States,0,0.6705,None,RT srivatsayb Poonawala is doing it like those Big Dhamaka sales by Amazon amp Flipkart where first they increase MRP amp then give discoun,2021-04-28T17:06:24+00:00,32,0,32,iAnand_More,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
negative,,0,-0.7845,None,RT HNTurtledove Hitler wannabe tweeting on an iPhone about how wicked Big Tech is Fuck right off HawleyMO,2021-04-28T17:06:24+00:00,4,0,4,EthanSonOfMalc1,Others,Others,Others
positive,South Asia,0,0.4588,None,RT Teslaprotocol Tesla Protocol Airdrop is live Welcome to Tesla Protocol CommunityParticipate in our Airdrop and earn to 100,2021-04-28T17:06:24+00:00,161,0,161,Bscsr11,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
positive,Australia,0,0.2263,Bitcoin,RT BTCArchive Tesla has confirmed that it holds Bitcoin worth 225b at todays price of 55k,2021-04-28T17:06:25+00:00,96,0,96,a_cryptopsycho,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
positive,,0,0.6249,None,RT DowneastCapital Q1 2021 update Tesla trades at a cool 288x EVEBITDA and 19x EVIndustrial RevenueNote Im generously adding back,2021-04-28T17:06:26+00:00,8325,0,8325,orthereaboot,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
negative,,0,-0.5719,None,50shadesofJayy Devil in a blue dress Came out in 95 On Amazon prime,2021-04-28T17:06:26+00:00,1790,0,1790,iLOVEash_,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,,0,0.1779,None,This week we lighten the mood and talk about superheroes Up up and away Also available on Apple Spotify Stitcher and Amazon TeamRhetoric AcademicTwitter AcademicChatter,2021-04-28T17:06:26+00:00,1039,0,1039,kairoticast,Others,Others,Others
positive,"Orlando, FL",0,0.1779,None,RT OstracaEU OUGES Womens High Waist Yoga Pants with Pockets Workout Running Leggings OUGE via amazon,2021-04-28T17:06:26+00:00,7691,0,7691,PaintedbyCarol,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
negative,,0,-0.434,None,RT B1Olympia One year ago I published my first book I wasnt prepared for what I assumed was just a small toe into selfpublishing No,2021-04-28T17:06:27+00:00,1651,0,1651,johncalia,Others,Others,Others
positive,%uD83D%uDEAB No Dating %u2022 She/Her,0,0.0516,None,RT TSubmissive Laila wants attention she needs affection she craves discipline Experience the hottest sex and the firmest punishment,2021-04-28T17:06:27+00:00,1682,0,1682,BadBunnyWrites,Others,Others,Others
positive,,0,0.8555,Winningwednesday,RT takeaDailybreak Its WinningWednesday Follow amp RT by 5 pm EDT for a chance to win a 25 Amazon gift card 18 US only Sweepst,2021-04-28T17:06:27+00:00,14,0,14,NikkiRx11,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,"São Paulo, Brasil",0,0.0516,None,RT annacavazzini The Brazilian Senate might pass today a dangerous bill that will legalise land grabbing amp encourage deforestation,2021-04-28T17:06:28+00:00,911,0,911,regazevedo,Others,Others,Others
positive,"Metuchen, New Jersey",0,0.2263,Podcast,GETTING HACKED LEADS CYBERSECURITY EXPERT TO WRITE BOOK ON STAYING SAFE ONLINE Podcast Published Author cybersecurity hacking cybercime Amazon book cyberattack phishing malware ransomware privacy SeniorCyber HackedAgainBook,2021-04-28T17:06:28+00:00,16313,0,16313,ScottBVS,Others,Others,Others
positive,Nigeria,0,0.4019,None,Tesla also posted a 14 rise in first quarter net profit as the worlds largest wealth managers results were hurt by a 774 million hit from the default of US investment firm Archegos781,2021-04-28T17:06:28+00:00,35167,0,35167,matthewtegha,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
positive,,0,0.4767,None,SCONTO 3524 EUR 20 Philips Lighting Hue Play Lampada LED Connessa 13999 EUR invece di 17523 EUR Amazonofferta sconto amazon tech philips lighting,2021-04-28T17:06:28+00:00,240,0,240,offerte_expert,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,Nigeria,0,0.4019,None,Tesla also posted a 14 rise in first quarter net profit as the worlds largest wealth managers results were hurt by a 774 million hit from the default of US investment firm Archegos462,2021-04-28T17:06:29+00:00,35167,0,35167,matthewtegha,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
positive,,0,0.5267,None,Free Speech And Why It Matters by Andrew Doyle via AmazonUK,2021-04-28T17:06:29+00:00,158,0,158,grkmediateacher,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,"Bay Area, CA",0,0.5574,Linkedin,linkedin twitter facebook instagram tiktok socialmedia pinterest dogecoin deal anniversarygift gift gifts giftideas shop shopping affiliatemarketing bitcoin Up to 15 off New Products from Amazon Brands,2021-04-28T17:06:29+00:00,69600,0,69600,bmurphypointman,Others,Others,Others
positive,Nigeria,0,0.4019,None,Tesla also posted a 14 rise in first quarter net profit as the worlds largest wealth managers results were hurt by a 774 million hit from the default of US investment firm Archegos431,2021-04-28T17:06:29+00:00,35167,0,35167,matthewtegha,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
positive,he him,0,0.4588,None,ArianaGrande theweeknd Save Your Tears Remix is OUT NOW Spotify iTunesApple Music Amazon Music Video Tay4PM,2021-04-28T17:06:29+00:00,691,0,691,AzsMotive,Others,Others,Others
negative,USA & Italy,0,-0.296,None,RT CourthouseNews Appellate Court Finds Amazon Can Be Held Liable for Defective Products MariaDinzeo,2021-04-28T17:06:30+00:00,4756,0,4756,JoZPina,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,,0,0.4404,None,Hannah Ann Sluss shares her 17 Amazon Kitchen Essentials,2021-04-28T17:06:30+00:00,4,0,4,Ent_News_VIP,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,Nigeria,0,0.4019,None,Tesla also posted a 14 rise in first quarter net profit as the worlds largest wealth managers results were hurt by a 774 million hit from the default of US investment firm Archegos463,2021-04-28T17:06:30+00:00,35167,0,35167,matthewtegha,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
positive,"Pocono Mountains, USA",0,0.7351,None,RT VideoArtGame We have added this amazing Figma Hunter Bloodborne to our Amazon Influencer website,2021-04-28T17:06:30+00:00,111,0,111,amongtheavvar,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,,0,0.2023,None,BookPipeline Check out my second book Not Another Poetry Book Just kidding where I talk about my experiences living with mental health issues Im not kidding,2021-04-28T17:06:30+00:00,3277,0,3277,BaileyGeePoetry,Others,Others,Others
positive,,0,0.552,None,RT AlchemyPlatform 16 Alchemy is uniquely positioned to greatly accelerate the growth of the blockchain industry the same way Amazon We,2021-04-28T17:06:30+00:00,2291,0,2291,mrtallerjerry,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,"Jewellery Qtr, Birmingham %uD83C%uDDEA%uD83C%uDDFA",0,0.1779,None,Found this hidden in the Amazon website code,2021-04-28T17:06:30+00:00,3357,0,3357,underarm_ace,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,Nigeria,0,0.4019,None,Tesla also posted a 14 rise in first quarter net profit as the worlds largest wealth managers results were hurt by a 774 million hit from the default of US investment firm Archegos856,2021-04-28T17:06:30+00:00,35167,0,35167,matthewtegha,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
positive,Dhaka,0,0.4588,None,RT Teslaprotocol Tesla Protocol Airdrop is live Welcome to Tesla Protocol CommunityParticipate in our Airdrop and earn to 100,2021-04-28T17:06:30+00:00,2,0,2,SUJON61591275,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
negative,,0,-0.128,None,RT swyx seldo i had never heard of thiswas it 2012 this is what Google showed me just seems like a bad but,2021-04-28T17:06:31+00:00,2291,0,2291,mrtallerjerry,Others,Others,Others
negative,sleepless in Seattle,0,-0.9103,None,Every person I talk to from Amazon to the seller to FedEx keeps saying imma get my refund then end up denying the claim or passing me off to another Im really sick of this shit and def canceling my acct after this terrible experience,2021-04-28T17:06:31+00:00,41,0,41,blackfirestan,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,Nigeria,0,0.4019,None,Tesla also posted a 14 rise in first quarter net profit as the worlds largest wealth managers results were hurt by a 774 million hit from the default of US investment firm Archegos187,2021-04-28T17:06:31+00:00,35167,0,35167,matthewtegha,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
positive,,0,0.9012,None,LeftistCEO DanPriceSeattle Im willing to make a real effort to avoid Amazon but I got there in the first place because shopping elsewhere online was absolutely more expensive with longer ship times If this hasnt changed then avoiding Amazon will be a privilege of being comfortable financially for me,2021-04-28T17:06:31+00:00,30,0,30,BBSDaltonLee,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,,0,0.9552,None,Healthy Mothers Day Gift Box Bundle of Healthy Candy Premium Chocolate and Sweets Great Gift For Mothers Day,2021-04-28T17:06:31+00:00,47,0,47,KrattsDeals,Others,Others,Others
positive,Toronto,0,0.9022,Hero,A female super hero from an island in the South Pacific hero read books,2021-04-28T17:06:31+00:00,634,0,634,CannuckScribe,Others,Others,Others
positive,Nigeria,0,0.4019,None,Tesla also posted a 14 rise in first quarter net profit as the worlds largest wealth managers results were hurt by a 774 million hit from the default of US investment firm Archegos97,2021-04-28T17:06:31+00:00,35167,0,35167,matthewtegha,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
positive,,0,0.7764,None,HDBowlingGreen My partner just bought yet another Harley so do a girl a favour and help me pay off my mortgage before he buys any more bikes Just a click on the following link every little helps,2021-04-28T17:06:32+00:00,60,0,60,PoshJocks,Others,Others,Others
positive,Nigeria,0,0.4019,None,Tesla also posted a 14 rise in first quarter net profit as the worlds largest wealth managers results were hurt by a 774 million hit from the default of US investment firm Archegos619,2021-04-28T17:06:32+00:00,35167,0,35167,matthewtegha,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
positive,Nigeria,0,0.4019,None,Tesla also posted a 14 rise in first quarter net profit as the worlds largest wealth managers results were hurt by a 774 million hit from the default of US investment firm Archegos765,2021-04-28T17:06:32+00:00,35167,0,35167,matthewtegha,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
negative,"California, USA",0,-0.7184,None,RT JoshuaScribner3 My 99cent novelMaddys parents move her to the country where theres no trouble for Maddy to find But trouble fin,2021-04-28T17:06:33+00:00,26873,0,26873,GabrielConstans,Others,Others,Others
positive,Moldova,0,0.8877,None,BE WITH ME MV SOON PROUD OF DIMASHWE LOVE YOU DIMASHWell be with you DimashDimash on Amazon Music92DimashBornToSingDimashQudaibergenDimashBeWithMe DQREQUEST dimashofficial MTV FridayLivestream,2021-04-28T17:06:33+00:00,702,0,702,Tatiana82764197,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,Nigeria,0,0.4019,None,Tesla also posted a 14 rise in first quarter net profit as the worlds largest wealth managers results were hurt by a 774 million hit from the default of US investment firm Archegos814,2021-04-28T17:06:33+00:00,35167,0,35167,matthewtegha,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
positive,"New Jersey, USA",0,0.1779,None,mymemoldy amazon has a bunch of plushies on sale rn,2021-04-28T17:06:33+00:00,2467,0,2467,GaoRush,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,,0,0.8591,None,Why you should buy Storms ChildA relatable Hero A sassy beagle An engaging mystery Fascinating magical world Faeries Shapeshifters And so much moreBookBoost BookTwitter WritingCommunity readers BookRecommendation,2021-04-28T17:06:33+00:00,566,0,566,JOrtegaAuthor,Others,Others,Others
positive,Nigeria,0,0.4019,None,Tesla also posted a 14 rise in first quarter net profit as the worlds largest wealth managers results were hurt by a 774 million hit from the default of US investment firm Archegos695,2021-04-28T17:06:33+00:00,35167,0,35167,matthewtegha,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
positive,"New Delhi, India",0,0.1279,None,Oxygen Concentrator 786428025035 to save lives in Pandemic delayed despite clearance by customs amp desperate calls to customer carePackage clearedFedExIndia NOT INTERESTED IN PICKING IT UP FOR DELIVERY FedExHelp fedexindiaNever trust FedEx in or emergencies,2021-04-28T17:06:33+00:00,408,0,408,SightDoc,Others,Others,Others
positive,"West Conshohocken, PA",0,0.296,Ritz,HANG out with us amp the RITZr Hook and Hangtm Towel tomorrow April 29th at 1215PM EST for our very 1st Amazon Live featuring the RITZr Hook and Hangtm Towel You dont want to miss itTune in live tomorrow here RITZHookandhangtowel Amazonlive,2021-04-28T17:06:34+00:00,91,0,91,JohnRITZHome,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,Nigeria,0,0.4019,None,Tesla also posted a 14 rise in first quarter net profit as the worlds largest wealth managers results were hurt by a 774 million hit from the default of US investment firm Archegos200,2021-04-28T17:06:34+00:00,35167,0,35167,matthewtegha,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
positive,United States,0,0.6369,Bts,Micky Ds about to see a giant boost in the next quarter courtesy of BTS and BTSArmy BTStwt bangtansonyeondan,2021-04-28T17:06:34+00:00,140,0,140,xoxoSeokjinnie,Others,Others,Others
positive,India,0,0.0516,Podcast,RT ScottBVS GETTING HACKED LEADS CYBERSECURITY EXPERT TO WRITE BOOK ON STAYING SAFE ONLINE Podcast Published,2021-04-28T17:06:35+00:00,743,0,743,botcybersec,Others,Others,Others
positive,Nigeria,0,0.4019,None,Tesla also posted a 14 rise in first quarter net profit as the worlds largest wealth managers results were hurt by a 774 million hit from the default of US investment firm Archegos880,2021-04-28T17:06:35+00:00,35167,0,35167,matthewtegha,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
positive,,0,0.347,Seditiousgop,HawleyMO He says as he hawks his book on AMAZON SeditiousGOP,2021-04-28T17:06:35+00:00,2548,0,2548,Peepster3,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,Jersey,0,0.1779,None,senatorshoshana They hold your implants you bought on Amazon on the way to your surgery,2021-04-28T17:06:35+00:00,240,0,240,theswampfox76,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,Nigeria,0,0.4019,None,Tesla also posted a 14 rise in first quarter net profit as the worlds largest wealth managers results were hurt by a 774 million hit from the default of US investment firm Archegos892,2021-04-28T17:06:35+00:00,35167,0,35167,matthewtegha,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
positive,Nigeria,0,0.4019,None,Tesla also posted a 14 rise in first quarter net profit as the worlds largest wealth managers results were hurt by a 774 million hit from the default of US investment firm Archegos640,2021-04-28T17:06:36+00:00,35167,0,35167,matthewtegha,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
positive,Nigeria,0,0.4019,None,Tesla also posted a 14 rise in first quarter net profit as the worlds largest wealth managers results were hurt by a 774 million hit from the default of US investment firm Archegos322,2021-04-28T17:06:36+00:00,35167,0,35167,matthewtegha,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
negative,"Washington, DC",0,-0.5994,None,Elon Musks War on Regulators WSJ,2021-04-28T17:06:36+00:00,142,0,142,curvenomics,Others,Others,Others
positive,...transmission pending...,0,0.9118,None,TheEllenShow Im a restorative CNA Covid has drastically killed out depts budget We are looking for a few fun PTOT tools games to help bring fun and joy back to our residents during their restorative nursing program SOS Please help,2021-04-28T17:06:37+00:00,1148,0,1148,TheTechn0sexual,Others,Others,Others
positive,Nigeria,0,0.4019,None,Tesla also posted a 14 rise in first quarter net profit as the worlds largest wealth managers results were hurt by a 774 million hit from the default of US investment firm Archegos860,2021-04-28T17:06:37+00:00,35167,0,35167,matthewtegha,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
positive,,0,0.2263,Myanmar,RT JusticeMyanmar Oil amp gas biz incl chevron bankroll the Myanmar militarys atrocities amp allow them to cont to act w total impunity,2021-04-28T17:06:37+00:00,125,0,125,linlk43313784,Chevron Corp,Energy,Oil & Gas Integrated Operations
positive,Nigeria,0,0.4019,None,Tesla also posted a 14 rise in first quarter net profit as the worlds largest wealth managers results were hurt by a 774 million hit from the default of US investment firm Archegos605,2021-04-28T17:06:37+00:00,35167,0,35167,matthewtegha,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
positive,mexico,0,0.1531,None,RT TRFStories Amazon has a shadow workforce in Mexico In a 6month investigation into Amazons labour practices in the country 15,2021-04-28T17:06:37+00:00,306,0,306,phobos10,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,Nigeria,0,0.4019,None,Tesla also posted a 14 rise in first quarter net profit as the worlds largest wealth managers results were hurt by a 774 million hit from the default of US investment firm Archegos996,2021-04-28T17:06:38+00:00,35167,0,35167,matthewtegha,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
positive,peoria,0,0.5106,None,upgr4d3dtrades JMacInvesting When do you foresee the ticker symbol change This is the first spac I have heavily invested in due their ties to plug power deals with amazon and major growth mode,2021-04-28T17:06:38+00:00,112,0,112,BradMBahr,Others,Others,Others
positive,,0,0.8316,None,RT jasondebolt Great time chatting with Zachary He asked some excellent questions and probed a bit deeper into my experience sleeping in,2021-04-28T17:06:38+00:00,180,0,180,DarkoQodesh,Others,Others,Others
positive,Nigeria,0,0.4019,None,Tesla also posted a 14 rise in first quarter net profit as the worlds largest wealth managers results were hurt by a 774 million hit from the default of US investment firm Archegos506,2021-04-28T17:06:38+00:00,35167,0,35167,matthewtegha,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
positive,"Santee, CA",0,0.1779,None,A Manager at BankofAmerica told me that holding a clients money for 10 days that they withdrew from their checking account to pay a CC is a policy change due to COVID19 HOW DARE a bank HIGHJACK COVID to create such a policy,2021-04-28T17:06:39+00:00,130,0,130,JasonMcAllister,Bank Of America Corporation,Financial,Money Center Banks
negative,"Bayern, Deutschland",0,-0.1796,None,RT jeremyjudkins I am fucking convinced people buy other vehicles simply because they are not Tesla Some people legitimately hate Tesla,2021-04-28T17:06:39+00:00,62,0,62,HerrRain,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
positive,Quelque part,0,0.4019,None,Tesla also posted a 14 rise in first quarter net profit as the worlds largest wealth managers results were hurt by a 774 million hit from the default of US investment firm Archegos535,2021-04-28T17:06:39+00:00,95,0,95,TrabZzZz,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
positive,Mars,0,0.4404,None,RT Tesla Your Tesla will continue to improve long after you bought it,2021-04-28T17:06:39+00:00,25410,0,25410,ElonsWorld,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
positive,Quelque part,0,0.4019,None,Tesla also posted a 14 rise in first quarter net profit as the worlds largest wealth managers results were hurt by a 774 million hit from the default of US investment firm Archegos898,2021-04-28T17:06:40+00:00,95,0,95,TrabZzZz,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
positive,,0,0.7964,None,RT gr33nbot Zinc is an essential mineral It has long been known for its beneficial effects on immune health On top of regulating immune,2021-04-28T17:06:40+00:00,23,0,23,ScorpioJanie,Others,Others,Others
positive,Quelque part,0,0.4019,None,Tesla also posted a 14 rise in first quarter net profit as the worlds largest wealth managers results were hurt by a 774 million hit from the default of US investment firm Archegos137,2021-04-28T17:06:40+00:00,95,0,95,TrabZzZz,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
positive,Quelque part,0,0.4019,None,Tesla also posted a 14 rise in first quarter net profit as the worlds largest wealth managers results were hurt by a 774 million hit from the default of US investment firm Archegos859,2021-04-28T17:06:41+00:00,95,0,95,TrabZzZz,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
negative,,0,-0.9001,None,RT minjinlee11 In less than two months weve witnessed murders of Korean amp Chinese spa workers amp Sikh FedEx employees brutal attacks a,2021-04-28T17:06:41+00:00,347,0,347,JamesScottVest3,Fedex Corporation,Transportation,Transport & Logistics
negative,"Las Vegas, NV",0,-0.25,None,RT AndreaOAuthor ChristieJonnas I know what its like Many days I feel the same way too You just want to cry and hide from the world,2021-04-28T17:06:41+00:00,1312,0,1312,Christie_Jonnas,Others,Others,Others
positive,Colorado,0,0.3182,Pinkandpurplebob,RT crystalnapolit2 PINKANDPURPLEBOB Join the Pink n Purple journey of a lifetime wa silly pup amp wee mouse to discover the meaning of f,2021-04-28T17:06:41+00:00,32851,0,32851,IreneWoodbury,Others,Others,Others
positive,Quelque part,0,0.4019,None,Tesla also posted a 14 rise in first quarter net profit as the worlds largest wealth managers results were hurt by a 774 million hit from the default of US investment firm Archegos132,2021-04-28T17:06:41+00:00,95,0,95,TrabZzZz,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
negative,They/them | BLACK | 17,0,-0.2732,None,legacynoctua ahaha Ill jus closes amazon,2021-04-28T17:06:41+00:00,193,0,193,MasteJ33n,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,Quelque part,0,0.4019,None,Tesla also posted a 14 rise in first quarter net profit as the worlds largest wealth managers results were hurt by a 774 million hit from the default of US investment firm Archegos229,2021-04-28T17:06:42+00:00,95,0,95,TrabZzZz,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
positive,Quelque part,0,0.4019,None,Tesla also posted a 14 rise in first quarter net profit as the worlds largest wealth managers results were hurt by a 774 million hit from the default of US investment firm Archegos681,2021-04-28T17:06:42+00:00,95,0,95,TrabZzZz,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
negative,"Macy, Indiana",0,-0.3875,None,RT BonnieEdwards Isnt he a handsome boy My dog Beau on the cover means this book will NEVER get a new face He even gets mentioned in r,2021-04-28T17:06:42+00:00,2031,0,2031,LizFlaherty1,Others,Others,Others
positive,"Bengaluru South, India",0,0.1779,None,RT VictoriaFCarls1 Been waiting for this all day Amazon didnt let me down Said it would be here today Ive opened and closed the door,2021-04-28T17:06:42+00:00,38,0,38,Shwetha_Ram_,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,,0,0.7764,None,PikesPeakHD My partner just bought yet another Harley so do a girl a favour and help me pay off my mortgage before he buys any more bikes Just a click on the following link every little helps,2021-04-28T17:06:43+00:00,60,0,60,PoshJocks,Others,Others,Others
positive,,0,0.0516,Podcast,RT ScottBVS GETTING HACKED LEADS CYBERSECURITY EXPERT TO WRITE BOOK ON STAYING SAFE ONLINE Podcast Published,2021-04-28T17:06:44+00:00,85,0,85,SeniorCyber,Others,Others,Others
positive,Quelque part,0,0.4019,None,Tesla also posted a 14 rise in first quarter net profit as the worlds largest wealth managers results were hurt by a 774 million hit from the default of US investment firm Archegos17,2021-04-28T17:06:44+00:00,95,0,95,TrabZzZz,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
positive,Quelque part,0,0.4019,None,Tesla also posted a 14 rise in first quarter net profit as the worlds largest wealth managers results were hurt by a 774 million hit from the default of US investment firm Archegos524,2021-04-28T17:06:44+00:00,95,0,95,TrabZzZz,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
positive,,0,0.4404,None,Hannah Ann Sluss Shares Her 17 Amazon Kitchen Essentials,2021-04-28T17:06:44+00:00,7490,0,7490,techgateorg,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,,0,0.7717,None,Hy I am proxy marketer in Amazon free product full refund after review plus pp fee covered if you are interested Amazonfreeproductfullrefundafterreview Amazonfreeproductfullrefundafterreview,2021-04-28T17:06:44+00:00,339,0,339,elizanoor4567,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,Quelque part,0,0.4019,None,Tesla also posted a 14 rise in first quarter net profit as the worlds largest wealth managers results were hurt by a 774 million hit from the default of US investment firm Archegos14,2021-04-28T17:06:45+00:00,95,0,95,TrabZzZz,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
positive,nyc,0,0.0772,None,RT DavidZipper Revel is getting into ride hail Its custom Tesla electric cars will soon begin operating below 42nd street in Manhattan,2021-04-28T17:06:45+00:00,580,0,580,justinjoboyle,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
positive,Where Are We Now?,0,0.1779,None,Lotrimin by Bayer amazon 3,2021-04-28T17:06:45+00:00,28305,0,28305,HiroGallery,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
negative,"California, USA",0,-0.4767,None,RT anglrsg9 What if mankinds fundamental understanding of vampires is wrong What if their presence among us is by design The countdown,2021-04-28T17:06:45+00:00,26873,0,26873,GabrielConstans,Others,Others,Others
positive,"Chicago, IL",0,0.5719,None,Saweetie Who won the Tesla,2021-04-28T17:06:45+00:00,1500,0,1500,Tatymenice,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
positive,,0,0.4404,None,Hannah Ann Sluss Shares Her 17 Amazon Kitchen Essentials E Online,2021-04-28T17:06:45+00:00,8,0,8,thenewsnow_live,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,Quelque part,0,0.4019,None,Tesla also posted a 14 rise in first quarter net profit as the worlds largest wealth managers results were hurt by a 774 million hit from the default of US investment firm Archegos613,2021-04-28T17:06:45+00:00,95,0,95,TrabZzZz,Tesla Inc,Consumer Discretionary Sector Performance,Auto & Truck Manufacturers
positive,,0,0.1779,None,Amazon Basics fast food,2021-04-28T17:06:45+00:00,45,0,45,clock_square,Amazon Com Inc,Retail,"Internet, Mail Order & Online Shops"
positive,he him,0,0.4588,None,TWEET THIS IN THE REPLIES Save Your Tears Remix is OUT NOW Spotify iTunesApple Music Amazon Music Video Tay4PM,2021-04-28T17:06:45+00:00,691,0,691,AzsMotive,Others,Others,Others
